,DATE_TIME,DAYS,TOTAL_TRAFFIC,STATION_LINE
11576,2017-06-27,Tuesday,2768.0,20 AV D
11577,2017-06-28,Wednesday,2810.0,20 AV D
11578,2017-06-29,Thursday,2706.0,20 AV D
11579,2016-12-31,Saturday,12.0,20 AV N
11580,2017-01-01,Sunday,7.0,20 AV N
11581,2017-01-02,Monday,6.0,20 AV N
11582,2017-01-03,Tuesday,18.0,20 AV N
11583,2017-01-04,Wednesday,24.0,20 AV N
11584,2017-01-05,Thursday,22.0,20 AV N
11585,2017-01-06,Friday,21.0,20 AV N
11586,2017-01-07,Saturday,10.0,20 AV N
11587,2017-01-08,Sunday,10.0,20 AV N
11588,2017-01-09,Monday,36.0,20 AV N
11589,2017-01-10,Tuesday,28.0,20 AV N
11590,2017-01-11,Wednesday,30.0,20 AV N
11591,2017-01-12,Thursday,38.0,20 AV N
11592,2017-01-13,Friday,16.0,20 AV N
11593,2017-01-14,Saturday,10.0,20 AV N
11594,2017-01-15,Sunday,12.0,20 AV N
11595,2017-01-16,Monday,7.0,20 AV N
11596,2017-01-17,Tuesday,25.0,20 AV N
11597,2017-01-18,Wednesday,26.0,20 AV N
11598,2017-01-19,Thursday,37.0,20 AV N
11599,2017-01-20,Friday,25.0,20 AV N
11600,2017-01-21,Saturday,8.0,20 AV N
11601,2017-01-22,Sunday,5.0,20 AV N
11602,2017-01-23,Monday,22.0,20 AV N
11603,2017-01-24,Tuesday,25.0,20 AV N
11604,2017-01-25,Wednesday,27.0,20 AV N
11605,2017-01-26,Thursday,48.0,20 AV N
11606,2017-01-27,Friday,24.0,20 AV N
11607,2017-01-28,Saturday,13.0,20 AV N
11608,2017-01-29,Sunday,15.0,20 AV N
11609,2017-01-30,Monday,38.0,20 AV N
11610,2017-01-31,Tuesday,15.0,20 AV N
11611,2017-02-01,Wednesday,17.0,20 AV N
11612,2017-02-02,Thursday,18.0,20 AV N
11613,2017-02-03,Friday,25.0,20 AV N
11614,2017-02-04,Saturday,12.0,20 AV N
11615,2017-02-05,Sunday,10.0,20 AV N
11616,2017-02-06,Monday,20.0,20 AV N
11617,2017-02-07,Tuesday,21.0,20 AV N
11618,2017-02-08,Wednesday,19.0,20 AV N
11619,2017-02-09,Thursday,11.0,20 AV N
11620,2017-02-10,Friday,32.0,20 AV N
11621,2017-02-11,Saturday,10.0,20 AV N
11622,2017-02-12,Sunday,3.0,20 AV N
11623,2017-02-13,Monday,18.0,20 AV N
11624,2017-02-14,Tuesday,33.0,20 AV N
11625,2017-02-15,Wednesday,17.0,20 AV N
11626,2017-02-16,Thursday,17.0,20 AV N
11627,2017-02-17,Friday,18.0,20 AV N
11628,2017-02-18,Saturday,13.0,20 AV N
11629,2017-02-19,Sunday,10.0,20 AV N
11630,2017-02-20,Monday,16.0,20 AV N
11631,2017-02-21,Tuesday,14.0,20 AV N
11632,2017-02-22,Wednesday,12.0,20 AV N
11633,2017-02-23,Thursday,12.0,20 AV N
11634,2017-02-24,Friday,14.0,20 AV N
11635,2017-02-25,Saturday,11.0,20 AV N
11636,2017-02-26,Sunday,5.0,20 AV N
11637,2017-02-27,Monday,20.0,20 AV N
11638,2017-02-28,Tuesday,11.0,20 AV N
11639,2017-03-01,Wednesday,11.0,20 AV N
11640,2017-03-02,Thursday,16.0,20 AV N
11641,2017-03-03,Friday,12.0,20 AV N
11642,2017-03-04,Saturday,17.0,20 AV N
11643,2017-03-05,Sunday,11.0,20 AV N
11644,2017-03-06,Monday,13.0,20 AV N
11645,2017-03-07,Tuesday,18.0,20 AV N
11646,2017-03-08,Wednesday,19.0,20 AV N
11647,2017-03-09,Thursday,25.0,20 AV N
11648,2017-03-10,Friday,31.0,20 AV N
11649,2017-03-11,Saturday,9.0,20 AV N
11650,2017-03-12,Sunday,5.0,20 AV N
11651,2017-03-13,Monday,28.0,20 AV N
11652,2017-03-14,Tuesday,1.0,20 AV N
11653,2017-03-15,Wednesday,28.0,20 AV N
11654,2017-03-16,Thursday,22.0,20 AV N
11655,2017-03-17,Friday,25.0,20 AV N
11656,2017-03-18,Saturday,6.0,20 AV N
11657,2017-03-19,Sunday,9.0,20 AV N
11658,2017-03-20,Monday,26.0,20 AV N
11659,2017-03-21,Tuesday,17.0,20 AV N
11660,2017-03-22,Wednesday,21.0,20 AV N
11661,2017-03-23,Thursday,35.0,20 AV N
11662,2017-03-24,Friday,31.0,20 AV N
11663,2017-03-25,Saturday,26.0,20 AV N
11664,2017-03-26,Sunday,8.0,20 AV N
11665,2017-03-27,Monday,26.0,20 AV N
11666,2017-03-28,Tuesday,21.0,20 AV N
11667,2017-03-29,Wednesday,27.0,20 AV N
11668,2017-03-30,Thursday,26.0,20 AV N
11669,2017-03-31,Friday,36.0,20 AV N
11670,2017-04-01,Saturday,1.0,20 AV N
11671,2017-04-02,Sunday,0.0,20 AV N
11672,2017-04-03,Monday,18.0,20 AV N
11673,2017-04-04,Tuesday,18.0,20 AV N
11674,2017-04-05,Wednesday,16.0,20 AV N
11675,2017-04-06,Thursday,19.0,20 AV N
11676,2017-04-07,Friday,26.0,20 AV N
11677,2017-04-08,Saturday,15.0,20 AV N
11678,2017-04-09,Sunday,16.0,20 AV N
11679,2017-04-10,Monday,25.0,20 AV N
11680,2017-04-11,Tuesday,16.0,20 AV N
11681,2017-04-12,Wednesday,15.0,20 AV N
11682,2017-04-13,Thursday,22.0,20 AV N
11683,2017-04-14,Friday,10.0,20 AV N
11684,2017-04-15,Saturday,8.0,20 AV N
11685,2017-04-16,Sunday,11.0,20 AV N
11686,2017-04-17,Monday,17.0,20 AV N
11687,2017-04-18,Tuesday,19.0,20 AV N
11688,2017-04-19,Wednesday,21.0,20 AV N
11689,2017-04-20,Thursday,26.0,20 AV N
11690,2017-04-21,Friday,26.0,20 AV N
11691,2017-04-22,Saturday,9.0,20 AV N
11692,2017-04-23,Sunday,1.0,20 AV N
11693,2017-04-24,Monday,16.0,20 AV N
11694,2017-04-25,Tuesday,41.0,20 AV N
11695,2017-04-26,Wednesday,24.0,20 AV N
11696,2017-04-27,Thursday,24.0,20 AV N
11697,2017-04-28,Friday,20.0,20 AV N
11698,2017-04-29,Saturday,7.0,20 AV N
11699,2017-04-30,Sunday,11.0,20 AV N
11700,2017-05-01,Monday,20.0,20 AV N
11701,2017-05-02,Tuesday,30.0,20 AV N
11702,2017-05-03,Wednesday,31.0,20 AV N
11703,2017-05-04,Thursday,18.0,20 AV N
11704,2017-05-05,Friday,26.0,20 AV N
11705,2017-05-06,Saturday,15.0,20 AV N
11706,2017-05-07,Sunday,6.0,20 AV N
11707,2017-05-08,Monday,25.0,20 AV N
11708,2017-05-09,Tuesday,26.0,20 AV N
11709,2017-05-10,Wednesday,22.0,20 AV N
11710,2017-05-11,Thursday,33.0,20 AV N
11711,2017-05-12,Friday,19.0,20 AV N
11712,2017-05-13,Saturday,31.0,20 AV N
11713,2017-05-14,Sunday,3.0,20 AV N
11714,2017-05-15,Monday,22.0,20 AV N
11715,2017-05-16,Tuesday,25.0,20 AV N
11716,2017-05-17,Wednesday,22.0,20 AV N
11717,2017-05-18,Thursday,19.0,20 AV N
11718,2017-05-19,Friday,22.0,20 AV N
11719,2017-05-20,Saturday,0.0,20 AV N
11720,2017-05-21,Sunday,0.0,20 AV N
11721,2017-05-22,Monday,49.0,20 AV N
11722,2017-05-23,Tuesday,100.0,20 AV N
11723,2017-05-24,Wednesday,99.0,20 AV N
11724,2017-05-25,Thursday,154.0,20 AV N
11725,2017-05-26,Friday,107.0,20 AV N
11726,2017-05-27,Saturday,43.0,20 AV N
11727,2017-05-28,Sunday,48.0,20 AV N
11728,2017-05-29,Monday,36.0,20 AV N
11729,2017-05-30,Tuesday,104.0,20 AV N
11730,2017-05-31,Wednesday,129.0,20 AV N
11731,2017-06-01,Thursday,125.0,20 AV N
11732,2017-06-02,Friday,134.0,20 AV N
11733,2017-06-03,Saturday,79.0,20 AV N
11734,2017-06-04,Sunday,119.0,20 AV N
11735,2017-06-05,Monday,108.0,20 AV N
11736,2017-06-06,Tuesday,162.0,20 AV N
11737,2017-06-07,Wednesday,145.0,20 AV N
11738,2017-06-08,Thursday,140.0,20 AV N
11739,2017-06-09,Friday,144.0,20 AV N
11740,2017-06-10,Saturday,61.0,20 AV N
11741,2017-06-11,Sunday,41.0,20 AV N
11742,2017-06-12,Monday,133.0,20 AV N
11743,2017-06-13,Tuesday,207.0,20 AV N
11744,2017-06-14,Wednesday,149.0,20 AV N
11745,2017-06-15,Thursday,110.0,20 AV N
11746,2017-06-16,Friday,155.0,20 AV N
11747,2017-06-17,Saturday,74.0,20 AV N
11748,2017-06-18,Sunday,43.0,20 AV N
11749,2017-06-19,Monday,119.0,20 AV N
11750,2017-06-20,Tuesday,134.0,20 AV N
11751,2017-06-21,Wednesday,141.0,20 AV N
11752,2017-06-22,Thursday,122.0,20 AV N
11753,2017-06-23,Friday,114.0,20 AV N
11754,2017-06-24,Saturday,153.0,20 AV N
11755,2017-06-25,Sunday,76.0,20 AV N
11756,2017-06-26,Monday,126.0,20 AV N
11757,2017-06-27,Tuesday,184.0,20 AV N
11758,2017-06-28,Wednesday,166.0,20 AV N
11759,2017-06-29,Thursday,147.0,20 AV N
11760,2016-12-31,Saturday,1916.0,207 ST 1
11761,2017-01-01,Sunday,1158.0,207 ST 1
11762,2017-01-02,Monday,1599.0,207 ST 1
11763,2017-01-03,Tuesday,2266.0,207 ST 1
11764,2017-01-04,Wednesday,2722.0,207 ST 1
11765,2017-01-05,Thursday,2460.0,207 ST 1
11766,2017-01-06,Friday,2552.0,207 ST 1
11767,2017-01-07,Saturday,1613.0,207 ST 1
11768,2017-01-08,Sunday,1379.0,207 ST 1
11769,2017-01-09,Monday,2370.0,207 ST 1
11770,2017-01-10,Tuesday,2478.0,207 ST 1
11771,2017-01-11,Wednesday,2372.0,207 ST 1
11772,2017-01-12,Thursday,2651.0,207 ST 1
11773,2017-01-13,Friday,2555.0,207 ST 1
11774,2017-01-14,Saturday,1870.0,207 ST 1
11775,2017-01-15,Sunday,1574.0,207 ST 1
11776,2017-01-16,Monday,1972.0,207 ST 1
11777,2017-01-17,Tuesday,2536.0,207 ST 1
11778,2017-01-18,Wednesday,2502.0,207 ST 1
11779,2017-01-19,Thursday,2762.0,207 ST 1
11780,2017-01-20,Friday,2629.0,207 ST 1
11781,2017-01-21,Saturday,2036.0,207 ST 1
11782,2017-01-22,Sunday,1500.0,207 ST 1
11783,2017-01-23,Monday,2338.0,207 ST 1
11784,2017-01-24,Tuesday,2361.0,207 ST 1
11785,2017-01-25,Wednesday,2808.0,207 ST 1
11786,2017-01-26,Thursday,2714.0,207 ST 1
11787,2017-01-27,Friday,2669.0,207 ST 1
11788,2017-01-28,Saturday,1907.0,207 ST 1
11789,2017-01-29,Sunday,1548.0,207 ST 1
11790,2017-01-30,Monday,2408.0,207 ST 1
11791,2017-01-31,Tuesday,2529.0,207 ST 1
11792,2017-02-01,Wednesday,2669.0,207 ST 1
11793,2017-02-02,Thursday,2656.0,207 ST 1
11794,2017-02-03,Friday,2588.0,207 ST 1
11795,2017-02-04,Saturday,1933.0,207 ST 1
11796,2017-02-05,Sunday,1592.0,207 ST 1
11797,2017-02-06,Monday,2811.0,207 ST 1
11798,2017-02-07,Tuesday,2527.0,207 ST 1
11799,2017-02-08,Wednesday,2848.0,207 ST 1
11800,2017-02-09,Thursday,1301.0,207 ST 1
11801,2017-02-10,Friday,2806.0,207 ST 1
11802,2017-02-11,Saturday,1962.0,207 ST 1
11803,2017-02-12,Sunday,1361.0,207 ST 1
11804,2017-02-13,Monday,2576.0,207 ST 1
11805,2017-02-14,Tuesday,2585.0,207 ST 1
11806,2017-02-15,Wednesday,2613.0,207 ST 1
11807,2017-02-16,Thursday,2420.0,207 ST 1
11808,2017-02-17,Friday,2535.0,207 ST 1
11809,2017-02-18,Saturday,4.0,207 ST 1
11810,2017-02-19,Sunday,2.0,207 ST 1
11811,2017-02-20,Monday,10.0,207 ST 1
11812,2017-02-21,Tuesday,2196.0,207 ST 1
11813,2017-02-22,Wednesday,2202.0,207 ST 1
11814,2017-02-23,Thursday,2306.0,207 ST 1
11815,2017-02-24,Friday,2595.0,207 ST 1
11816,2017-02-25,Saturday,2.0,207 ST 1
11817,2017-02-26,Sunday,0.0,207 ST 1
11818,2017-02-27,Monday,2281.0,207 ST 1
11819,2017-02-28,Tuesday,2581.0,207 ST 1
11820,2017-03-01,Wednesday,2555.0,207 ST 1
11821,2017-03-02,Thursday,2540.0,207 ST 1
11822,2017-03-03,Friday,2584.0,207 ST 1
11823,2017-03-04,Saturday,1775.0,207 ST 1
11824,2017-03-05,Sunday,1463.0,207 ST 1
11825,2017-03-06,Monday,2566.0,207 ST 1
11826,2017-03-07,Tuesday,2410.0,207 ST 1
11827,2017-03-08,Wednesday,2692.0,207 ST 1
11828,2017-03-09,Thursday,2777.0,207 ST 1
11829,2017-03-10,Friday,2529.0,207 ST 1
11830,2017-03-11,Saturday,1839.0,207 ST 1
11831,2017-03-12,Sunday,1265.0,207 ST 1
11832,2017-03-13,Monday,2627.0,207 ST 1
11833,2017-03-14,Tuesday,157.0,207 ST 1
11834,2017-03-15,Wednesday,2379.0,207 ST 1
11835,2017-03-16,Thursday,2559.0,207 ST 1
11836,2017-03-17,Friday,2430.0,207 ST 1
11837,2017-03-18,Saturday,1781.0,207 ST 1
11838,2017-03-19,Sunday,1532.0,207 ST 1
11839,2017-03-20,Monday,2735.0,207 ST 1
11840,2017-03-21,Tuesday,2784.0,207 ST 1
11841,2017-03-22,Wednesday,2623.0,207 ST 1
11842,2017-03-23,Thursday,2419.0,207 ST 1
11843,2017-03-24,Friday,2734.0,207 ST 1
11844,2017-03-25,Saturday,1913.0,207 ST 1
11845,2017-03-26,Sunday,1647.0,207 ST 1
11846,2017-03-27,Monday,2519.0,207 ST 1
11847,2017-03-28,Tuesday,2305.0,207 ST 1
11848,2017-03-29,Wednesday,2658.0,207 ST 1
11849,2017-03-30,Thursday,2535.0,207 ST 1
11850,2017-03-31,Friday,2572.0,207 ST 1
11851,2017-04-01,Saturday,2033.0,207 ST 1
11852,2017-04-02,Sunday,1546.0,207 ST 1
11853,2017-04-03,Monday,2628.0,207 ST 1
11854,2017-04-04,Tuesday,2686.0,207 ST 1
11855,2017-04-05,Wednesday,2761.0,207 ST 1
11856,2017-04-06,Thursday,2358.0,207 ST 1
11857,2017-04-07,Friday,2635.0,207 ST 1
11858,2017-04-08,Saturday,1859.0,207 ST 1
11859,2017-04-09,Sunday,1789.0,207 ST 1
11860,2017-04-10,Monday,2496.0,207 ST 1
11861,2017-04-11,Tuesday,2507.0,207 ST 1
11862,2017-04-12,Wednesday,2532.0,207 ST 1
11863,2017-04-13,Thursday,2436.0,207 ST 1
11864,2017-04-14,Friday,2260.0,207 ST 1
11865,2017-04-15,Saturday,2060.0,207 ST 1
11866,2017-04-16,Sunday,1695.0,207 ST 1
11867,2017-04-17,Monday,2401.0,207 ST 1
11868,2017-04-18,Tuesday,2456.0,207 ST 1
11869,2017-04-19,Wednesday,2615.0,207 ST 1
11870,2017-04-20,Thursday,2701.0,207 ST 1
11871,2017-04-21,Friday,2687.0,207 ST 1
11872,2017-04-22,Saturday,1997.0,207 ST 1
11873,2017-04-23,Sunday,1689.0,207 ST 1
11874,2017-04-24,Monday,2620.0,207 ST 1
11875,2017-04-25,Tuesday,2455.0,207 ST 1
11876,2017-04-26,Wednesday,2689.0,207 ST 1
11877,2017-04-27,Thursday,2785.0,207 ST 1
11878,2017-04-28,Friday,2848.0,207 ST 1
11879,2017-04-29,Saturday,2125.0,207 ST 1
11880,2017-04-30,Sunday,1721.0,207 ST 1
11881,2017-05-01,Monday,2661.0,207 ST 1
11882,2017-05-02,Tuesday,2592.0,207 ST 1
11883,2017-05-03,Wednesday,2801.0,207 ST 1
11884,2017-05-04,Thursday,2803.0,207 ST 1
11885,2017-05-05,Friday,2701.0,207 ST 1
11886,2017-05-06,Saturday,2183.0,207 ST 1
11887,2017-05-07,Sunday,1501.0,207 ST 1
11888,2017-05-08,Monday,2548.0,207 ST 1
11889,2017-05-09,Tuesday,2604.0,207 ST 1
11890,2017-05-10,Wednesday,2790.0,207 ST 1
11891,2017-05-11,Thursday,2818.0,207 ST 1
11892,2017-05-12,Friday,2857.0,207 ST 1
11893,2017-05-13,Saturday,1585.0,207 ST 1
11894,2017-05-14,Sunday,1632.0,207 ST 1
11895,2017-05-15,Monday,2954.0,207 ST 1
11896,2017-05-16,Tuesday,2710.0,207 ST 1
11897,2017-05-17,Wednesday,2916.0,207 ST 1
11898,2017-05-18,Thursday,2785.0,207 ST 1
11899,2017-05-19,Friday,2357.0,207 ST 1
11900,2017-05-20,Saturday,2171.0,207 ST 1
11901,2017-05-21,Sunday,1728.0,207 ST 1
11902,2017-05-22,Monday,2476.0,207 ST 1
11903,2017-05-23,Tuesday,2839.0,207 ST 1
11904,2017-05-24,Wednesday,2766.0,207 ST 1
11905,2017-05-25,Thursday,2589.0,207 ST 1
11906,2017-05-26,Friday,2799.0,207 ST 1
11907,2017-05-27,Saturday,2025.0,207 ST 1
11908,2017-05-28,Sunday,1611.0,207 ST 1
11909,2017-05-29,Monday,1623.0,207 ST 1
11910,2017-05-30,Tuesday,2637.0,207 ST 1
11911,2017-05-31,Wednesday,2687.0,207 ST 1
11912,2017-06-01,Thursday,2713.0,207 ST 1
11913,2017-06-02,Friday,2732.0,207 ST 1
11914,2017-06-03,Saturday,2160.0,207 ST 1
11915,2017-06-04,Sunday,1513.0,207 ST 1
11916,2017-06-05,Monday,2715.0,207 ST 1
11917,2017-06-06,Tuesday,2823.0,207 ST 1
11918,2017-06-07,Wednesday,2742.0,207 ST 1
11919,2017-06-08,Thursday,2793.0,207 ST 1
11920,2017-06-09,Friday,2903.0,207 ST 1
11921,2017-06-10,Saturday,2333.0,207 ST 1
11922,2017-06-11,Sunday,1859.0,207 ST 1
11923,2017-06-12,Monday,2671.0,207 ST 1
11924,2017-06-13,Tuesday,1943.0,207 ST 1
11925,2017-06-14,Wednesday,2823.0,207 ST 1
11926,2017-06-15,Thursday,2745.0,207 ST 1
11927,2017-06-16,Friday,2701.0,207 ST 1
11928,2017-06-17,Saturday,2025.0,207 ST 1
11929,2017-06-18,Sunday,1733.0,207 ST 1
11930,2017-06-19,Monday,2422.0,207 ST 1
11931,2017-06-20,Tuesday,2571.0,207 ST 1
11932,2017-06-21,Wednesday,2563.0,207 ST 1
11933,2017-06-22,Thursday,2593.0,207 ST 1
11934,2017-06-23,Friday,2516.0,207 ST 1
11935,2017-06-24,Saturday,2011.0,207 ST 1
11936,2017-06-25,Sunday,1788.0,207 ST 1
11937,2017-06-26,Monday,2512.0,207 ST 1
11938,2017-06-27,Tuesday,3056.0,207 ST 1
11939,2017-06-28,Wednesday,3010.0,207 ST 1
11940,2017-06-29,Thursday,2477.0,207 ST 1
11941,2016-12-31,Saturday,629.0,21 ST G
11942,2017-01-01,Sunday,528.0,21 ST G
11943,2017-01-02,Monday,706.0,21 ST G
11944,2017-01-03,Tuesday,1240.0,21 ST G
11945,2017-01-04,Wednesday,1313.0,21 ST G
11946,2017-01-05,Thursday,1343.0,21 ST G
11947,2017-01-06,Friday,1344.0,21 ST G
11948,2017-01-07,Saturday,873.0,21 ST G
11949,2017-01-08,Sunday,588.0,21 ST G
11950,2017-01-09,Monday,1290.0,21 ST G
11951,2017-01-10,Tuesday,1428.0,21 ST G
11952,2017-01-11,Wednesday,1302.0,21 ST G
11953,2017-01-12,Thursday,1398.0,21 ST G
11954,2017-01-13,Friday,1408.0,21 ST G
11955,2017-01-14,Saturday,867.0,21 ST G
11956,2017-01-15,Sunday,811.0,21 ST G
11957,2017-01-16,Monday,1064.0,21 ST G
11958,2017-01-17,Tuesday,1356.0,21 ST G
11959,2017-01-18,Wednesday,1335.0,21 ST G
11960,2017-01-19,Thursday,1384.0,21 ST G
11961,2017-01-20,Friday,1398.0,21 ST G
11962,2017-01-21,Saturday,860.0,21 ST G
11963,2017-01-22,Sunday,777.0,21 ST G
11964,2017-01-23,Monday,1355.0,21 ST G
11965,2017-01-24,Tuesday,1303.0,21 ST G
11966,2017-01-25,Wednesday,1379.0,21 ST G
11967,2017-01-26,Thursday,1419.0,21 ST G
11968,2017-01-27,Friday,1586.0,21 ST G
11969,2017-01-28,Saturday,882.0,21 ST G
11970,2017-01-29,Sunday,775.0,21 ST G
11971,2017-01-30,Monday,1395.0,21 ST G
11972,2017-01-31,Tuesday,1342.0,21 ST G
11973,2017-02-01,Wednesday,1363.0,21 ST G
11974,2017-02-02,Thursday,1454.0,21 ST G
11975,2017-02-03,Friday,1340.0,21 ST G
11976,2017-02-04,Saturday,902.0,21 ST G
11977,2017-02-05,Sunday,862.0,21 ST G
11978,2017-02-06,Monday,1370.0,21 ST G
11979,2017-02-07,Tuesday,1360.0,21 ST G
11980,2017-02-08,Wednesday,1455.0,21 ST G
11981,2017-02-09,Thursday,943.0,21 ST G
11982,2017-02-10,Friday,1482.0,21 ST G
11983,2017-02-11,Saturday,971.0,21 ST G
11984,2017-02-12,Sunday,710.0,21 ST G
11985,2017-02-13,Monday,1377.0,21 ST G
11986,2017-02-14,Tuesday,1351.0,21 ST G
11987,2017-02-15,Wednesday,1327.0,21 ST G
11988,2017-02-16,Thursday,1401.0,21 ST G
11989,2017-02-17,Friday,1396.0,21 ST G
11990,2017-02-18,Saturday,920.0,21 ST G
11991,2017-02-19,Sunday,886.0,21 ST G
11992,2017-02-20,Monday,1129.0,21 ST G
11993,2017-02-21,Tuesday,1336.0,21 ST G
11994,2017-02-22,Wednesday,1352.0,21 ST G
11995,2017-02-23,Thursday,1299.0,21 ST G
11996,2017-02-24,Friday,1363.0,21 ST G
11997,2017-02-25,Saturday,898.0,21 ST G
11998,2017-02-26,Sunday,745.0,21 ST G
11999,2017-02-27,Monday,1248.0,21 ST G
12000,2017-02-28,Tuesday,1234.0,21 ST G
12001,2017-03-01,Wednesday,1163.0,21 ST G
12002,2017-03-02,Thursday,1217.0,21 ST G
12003,2017-03-03,Friday,1410.0,21 ST G
12004,2017-03-04,Saturday,1203.0,21 ST G
12005,2017-03-05,Sunday,1070.0,21 ST G
12006,2017-03-06,Monday,1394.0,21 ST G
12007,2017-03-07,Tuesday,1288.0,21 ST G
12008,2017-03-08,Wednesday,1212.0,21 ST G
12009,2017-03-09,Thursday,1454.0,21 ST G
12010,2017-03-10,Friday,1344.0,21 ST G
12011,2017-03-11,Saturday,1140.0,21 ST G
12012,2017-03-12,Sunday,952.0,21 ST G
12013,2017-03-13,Monday,1428.0,21 ST G
12014,2017-03-14,Tuesday,465.0,21 ST G
12015,2017-03-15,Wednesday,1552.0,21 ST G
12016,2017-03-16,Thursday,1489.0,21 ST G
12017,2017-03-17,Friday,1518.0,21 ST G
12018,2017-03-18,Saturday,1240.0,21 ST G
12019,2017-03-19,Sunday,1008.0,21 ST G
12020,2017-03-20,Monday,1460.0,21 ST G
12021,2017-03-21,Tuesday,1468.0,21 ST G
12022,2017-03-22,Wednesday,1328.0,21 ST G
12023,2017-03-23,Thursday,1430.0,21 ST G
12024,2017-03-24,Friday,1448.0,21 ST G
12025,2017-03-25,Saturday,1222.0,21 ST G
12026,2017-03-26,Sunday,1261.0,21 ST G
12027,2017-03-27,Monday,1374.0,21 ST G
12028,2017-03-28,Tuesday,1262.0,21 ST G
12029,2017-03-29,Wednesday,1348.0,21 ST G
12030,2017-03-30,Thursday,1270.0,21 ST G
12031,2017-03-31,Friday,1302.0,21 ST G
12032,2017-04-01,Saturday,891.0,21 ST G
12033,2017-04-02,Sunday,799.0,21 ST G
12034,2017-04-03,Monday,1428.0,21 ST G
12035,2017-04-04,Tuesday,1369.0,21 ST G
12036,2017-04-05,Wednesday,1379.0,21 ST G
12037,2017-04-06,Thursday,1454.0,21 ST G
12038,2017-04-07,Friday,1364.0,21 ST G
12039,2017-04-08,Saturday,0.0,21 ST G
12040,2017-04-09,Sunday,1.0,21 ST G
12041,2017-04-10,Monday,1228.0,21 ST G
12042,2017-04-11,Tuesday,1325.0,21 ST G
12043,2017-04-12,Wednesday,1290.0,21 ST G
12044,2017-04-13,Thursday,1312.0,21 ST G
12045,2017-04-14,Friday,1192.0,21 ST G
12046,2017-04-15,Saturday,777.0,21 ST G
12047,2017-04-16,Sunday,688.0,21 ST G
12048,2017-04-17,Monday,1301.0,21 ST G
12049,2017-04-18,Tuesday,1363.0,21 ST G
12050,2017-04-19,Wednesday,1525.0,21 ST G
12051,2017-04-20,Thursday,1444.0,21 ST G
12052,2017-04-21,Friday,1654.0,21 ST G
12053,2017-04-22,Saturday,933.0,21 ST G
12054,2017-04-23,Sunday,735.0,21 ST G
12055,2017-04-24,Monday,1406.0,21 ST G
12056,2017-04-25,Tuesday,1385.0,21 ST G
12057,2017-04-26,Wednesday,1370.0,21 ST G
12058,2017-04-27,Thursday,1401.0,21 ST G
12059,2017-04-28,Friday,1428.0,21 ST G
12060,2017-04-29,Saturday,990.0,21 ST G
12061,2017-04-30,Sunday,773.0,21 ST G
12062,2017-05-01,Monday,1343.0,21 ST G
12063,2017-05-02,Tuesday,1514.0,21 ST G
12064,2017-05-03,Wednesday,1434.0,21 ST G
12065,2017-05-04,Thursday,1394.0,21 ST G
12066,2017-05-05,Friday,1295.0,21 ST G
12067,2017-05-06,Saturday,1123.0,21 ST G
12068,2017-05-07,Sunday,933.0,21 ST G
12069,2017-05-08,Monday,1319.0,21 ST G
12070,2017-05-09,Tuesday,1301.0,21 ST G
12071,2017-05-10,Wednesday,1277.0,21 ST G
12072,2017-05-11,Thursday,1336.0,21 ST G
12073,2017-05-12,Friday,1371.0,21 ST G
12074,2017-05-13,Saturday,0.0,21 ST G
12075,2017-05-14,Sunday,0.0,21 ST G
12076,2017-05-15,Monday,1335.0,21 ST G
12077,2017-05-16,Tuesday,1313.0,21 ST G
12078,2017-05-17,Wednesday,1230.0,21 ST G
12079,2017-05-18,Thursday,1355.0,21 ST G
12080,2017-05-19,Friday,1316.0,21 ST G
12081,2017-05-20,Saturday,0.0,21 ST G
12082,2017-05-21,Sunday,0.0,21 ST G
12083,2017-05-22,Monday,1287.0,21 ST G
12084,2017-05-23,Tuesday,1345.0,21 ST G
12085,2017-05-24,Wednesday,1426.0,21 ST G
12086,2017-05-25,Thursday,1434.0,21 ST G
12087,2017-05-26,Friday,1479.0,21 ST G
12088,2017-05-27,Saturday,837.0,21 ST G
12089,2017-05-28,Sunday,714.0,21 ST G
12090,2017-05-29,Monday,720.0,21 ST G
12091,2017-05-30,Tuesday,1391.0,21 ST G
12092,2017-05-31,Wednesday,1348.0,21 ST G
12093,2017-06-01,Thursday,1472.0,21 ST G
12094,2017-06-02,Friday,1443.0,21 ST G
12095,2017-06-03,Saturday,903.0,21 ST G
12096,2017-06-04,Sunday,755.0,21 ST G
12097,2017-06-05,Monday,1326.0,21 ST G
12098,2017-06-06,Tuesday,1246.0,21 ST G
12099,2017-06-07,Wednesday,1333.0,21 ST G
12100,2017-06-08,Thursday,1317.0,21 ST G
12101,2017-06-09,Friday,1291.0,21 ST G
12102,2017-06-10,Saturday,0.0,21 ST G
12103,2017-06-11,Sunday,0.0,21 ST G
12104,2017-06-12,Monday,1256.0,21 ST G
12105,2017-06-13,Tuesday,1140.0,21 ST G
12106,2017-06-14,Wednesday,1150.0,21 ST G
12107,2017-06-15,Thursday,1216.0,21 ST G
12108,2017-06-16,Friday,1267.0,21 ST G
12109,2017-06-17,Saturday,3.0,21 ST G
12110,2017-06-18,Sunday,1.0,21 ST G
12111,2017-06-19,Monday,1223.0,21 ST G
12112,2017-06-20,Tuesday,1275.0,21 ST G
12113,2017-06-21,Wednesday,1266.0,21 ST G
